Harbour Lane Logistics
Outbound shipments
Exported 2026-06-30

Tracking No,Ship Date,Destination Port,Carrier,Weight (kg),Pallet Count,Declared Value,Customs Ref
HL-002253,2026-03-18,Felixstowe,UPS,70.71,13,19068.19,CR-02253
HL-002254,2026-06-25,Rotterdam,UPS,69.42,8,9581.03,
HL-002255,2026-04-19,Rotterdam,DHL,7.3,6,28307.69,CR-02255
HL-002256,2026-02-03,Rotterdam,UPS,325.17,3,8580.8,CR-02256
HL-002257,2026-04-23,Gdansk,FedEx,325.75,16,18221.45,CR-02257
HL-002258,2026-05-09,Felixstowe,FedEx,85.94,21,24485.57,CR-02258
HL-002259,2026-05-11,Algeciras,DHL,57.04,3,32753.94,CR-02259
HL-002260,2026-04-13,Gdansk,FedEx,53.22,20,16455.9,CR-02260
HL-002261,2026-06-14,Gdansk,DHL,308.99,5,21700.48,CR-02261
HL-002262,2026-01-29,Rotterdam,FedEx,346.18,8,6150.9,CR-02262
HL-002263,2026-05-02,Algeciras,Maersk,157.79,25,38457.99,CR-02263
HL-002264,2026-05-29,Rotterdam,FedEx,56.48,14,11358.79,CR-02264
HL-002265,2026-01-06,Algeciras,Maersk,289.14,7,4705.44,CR-02265
HL-002266,2026-04-25,Felixstowe,FedEx,124.35,21,30443.7,CR-02266
HL-002267,2026-05-30,Gdansk,Maersk,230.06,23,7175.76,CR-02267
HL-002268,2026-04-16,Felixstowe,Maersk,257.58,21,29881.37,CR-02268
HL-002269,2026-06-27,Gdansk,DHL,373.82,6,23398.44,CR-02269
HL-002270,2026-06-19,Algeciras,UPS,197.5,10,5811.57,CR-02270
HL-002271,2026-01-24,Felixstowe,UPS,93.78,15,41145.59,CR-02271
HL-002272,2026-06-29,Piraeus,DHL,68.2,6,45491.9,CR-02272
HL-002273,2026-03-24,Rotterdam,Maersk,305.12,8,2083.48,CR-02273
HL-002274,2026-02-22,Rotterdam,DHL,306.34,21,30597.34,CR-02274
HL-002275,2026-02-19,Rotterdam,UPS,78.35,15,279.07,CR-02275
HL-002276,2026-01-29,Felixstowe,FedEx,34.03,5,7450.21,CR-02276
HL-002277,2026-03-13,Rotterdam,UPS,164.52,21,38874.42,CR-02277
HL-002278,2026-06-22,Rotterdam,DHL,201.62,25,6434.71,CR-02278
HL-002279,2026-03-30,Rotterdam,DHL,240.59,3,4201.71,
HL-002280,2026-01-26,Gdansk,UPS,80.93,24,26380.21,CR-02280
HL-002281,2026-04-27,Felixstowe,DHL,162.74,17,47264.11,CR-02281
HL-002282,2026-06-02,Felixstowe,UPS,299.09,12,26276.48,CR-02282
HL-002283,2026-05-07,Algeciras,DHL,130.93,14,3171.38,CR-02283
HL-002284,2026-05-31,Piraeus,UPS,254.52,22,42701.48,CR-02284
HL-002285,2026-04-18,Rotterdam,FedEx,263.53,2,46205.2,
HL-002286,2026-06-10,Felixstowe,FedEx,262.65,5,39980.09,CR-02286
HL-002287,2026-05-01,Algeciras,UPS,314.83,2,8320.69,CR-02287
HL-002288,2026-02-15,Rotterdam,FedEx,205.84,20,19927.33,CR-02288
HL-002289,2026-04-20,Rotterdam,UPS,149.97,7,31688.3,CR-02289
HL-002290,2026-03-20,Gdansk,FedEx,300.96,5,39688.96,CR-02290
HL-002291,2026-02-21,Rotterdam,DHL,193.99,7,1567.47,CR-02291
HL-002292,2026-03-11,Rotterdam,DHL,194.1,12,36900.91,
HL-002293,2026-03-03,Rotterdam,UPS,234.81,22,15430.75,CR-02293
HL-002294,2026-03-21,Rotterdam,DHL,93.28,10,3171.43,CR-02294
HL-002295,2026-02-01,Piraeus,DHL,333.19,26,8252.25,CR-02295
HL-002296,2026-06-27,Algeciras,Maersk,157.94,20,42555.03,CR-02296
HL-002297,2026-02-14,Rotterdam,DHL,261.9,16,16028.9,CR-02297
HL-002298,2026-04-06,Algeciras,FedEx,18.29,19,32249.67,
HL-002299,2026-04-20,Gdansk,DHL,19.12,7,25145.4,CR-02299
HL-002300,2026-03-03,Gdansk,DHL,284.8,24,7075.69,CR-02300
HL-002301,2026-06-26,Algeciras,DHL,306.61,3,33292.89,CR-02301
HL-002302,2026-05-02,Gdansk,DHL,289.53,7,30203.1,CR-02302
HL-002303,2026-02-14,Algeciras,FedEx,27.75,20,28947.35,CR-02303
HL-002304,2026-04-10,Gdansk,UPS,164.81,25,9374.49,CR-02304
HL-002305,2026-01-31,Rotterdam,UPS,120.29,11,18380.87,
HL-002306,2026-01-16,Gdansk,DHL,316.64,10,16044.84,CR-02306
HL-002307,2026-06-29,Felixstowe,Maersk,344.44,20,8960.68,CR-02307
HL-002308,2026-04-13,Gdansk,UPS,83.23,8,45844.29,CR-02308
HL-002309,2026-05-06,Algeciras,UPS,355.83,12,2083.14,CR-02309
HL-002310,2026-03-11,Felixstowe,DHL,156.71,4,16119.53,CR-02310
HL-002311,2026-01-31,Rotterdam,FedEx,137.84,25,24735.27,CR-02311
HL-002312,2026-01-24,Felixstowe,DHL,48.37,13,15651.95,CR-02312
HL-002313,2026-01-17,Rotterdam,DHL,13.67,26,37386.33,CR-02313
HL-002314,2026-04-21,Gdansk,FedEx,272.3,15,34269.43,CR-02314
HL-002315,2026-04-30,Algeciras,Maersk,116.57,13,18805.9,CR-02315
HL-002316,2026-01-27,Rotterdam,DHL,202.54,18,8240,CR-02316
HL-002317,2026-01-11,Felixstowe,FedEx,135.88,6,5614.6,CR-02317
HL-002318,2026-04-14,Rotterdam,Maersk,327.58,8,11198.81,CR-02318
HL-002319,2026-06-13,Gdansk,FedEx,15.2,23,5279.4,CR-02319
HL-002320,2026-04-13,Rotterdam,Maersk,40.03,24,45944.78,CR-02320
HL-002321,2026-05-26,Felixstowe,DHL,288.36,12,38704.74,CR-02321
HL-002322,2026-03-26,Piraeus,DHL,319.97,3,45660.86,CR-02322
HL-002323,2026-02-03,Gdansk,UPS,127.1,5,30619.19,CR-02323
HL-002324,2026-04-27,Gdansk,Maersk,316.09,8,21514.76,CR-02324
HL-002325,2026-02-02,Felixstowe,DHL,29.64,12,44020.12,CR-02325
HL-002326,2026-02-22,Felixstowe,UPS,6.71,19,21305.38,CR-02326
HL-002327,2026-01-20,Algeciras,DHL,308.22,7,41076.87,CR-02327
HL-002328,2026-01-28,Felixstowe,Maersk,70.12,17,24412.47,CR-02328
HL-002329,2026-01-06,Felixstowe,UPS,359.3,8,28217.21,
HL-002330,2026-05-06,Algeciras,UPS,268.07,4,3571.7,CR-02330
HL-002331,2026-01-19,Felixstowe,Maersk,121.88,1,1190.26,CR-02331
HL-002332,2026-01-26,Rotterdam,DHL,31.41,13,23771.57,CR-02332
HL-002333,2026-03-25,Rotterdam,DHL,189.91,25,29157.07,CR-02333
HL-002334,2026-03-21,Rotterdam,DHL,374.69,22,19821.58,CR-02334
HL-002335,2026-01-31,Rotterdam,UPS,12.77,23,25151.38,CR-02335
HL-002336,2026-02-11,Felixstowe,DHL,368.78,25,13419.44,CR-02336
HL-002337,2026-05-31,Algeciras,UPS,120.49,4,5263.5,CR-02337
HL-002338,2026-06-29,Piraeus,UPS,222.06,18,38911.56,
HL-002339,2026-04-01,Gdansk,UPS,82.1,24,47773.21,CR-02339
HL-002340,2026-05-03,Algeciras,Maersk,226.15,5,2110.78,CR-02340
HL-002341,2026-01-27,Gdansk,DHL,114.65,12,46716.24,CR-02341
HL-002342,2026-06-01,Gdansk,UPS,125.12,8,30496,CR-02342
HL-002343,2026-06-25,Felixstowe,UPS,307.23,1,46054.86,CR-02343
HL-002344,2026-03-23,Algeciras,FedEx,54.68,2,33024.17,CR-02344
HL-002345,2026-03-30,Algeciras,DHL,371.15,21,36274.25,CR-02345
HL-002346,2026-04-10,Rotterdam,DHL,24.96,4,2349.88,CR-02346
HL-002347,2026-02-24,Felixstowe,Maersk,346.58,13,43291.49,CR-02347
HL-002348,2026-03-29,Felixstowe,UPS,314.74,2,39352.96,CR-02348
HL-002349,2026-01-10,Felixstowe,DHL,356.62,2,6438.79,CR-02349
HL-002350,2026-06-27,Gdansk,FedEx,160.76,24,5791.52,CR-02350
HL-002351,2026-01-22,Gdansk,UPS,175.37,20,160.82,CR-02351
HL-002352,2026-04-18,Algeciras,UPS,168.79,23,12115.36,CR-02352
HL-002353,2026-02-07,Gdansk,FedEx,297.34,5,11736.01,CR-02353
HL-002354,2026-02-28,Rotterdam,DHL,6.21,10,12765.32,CR-02354
HL-002355,2026-03-01,Piraeus,UPS,198.65,21,33443.39,CR-02355
HL-002356,2026-06-28,Algeciras,Maersk,304.87,18,18648.61,CR-02356
HL-002357,2026-02-25,Algeciras,DHL,151.72,21,195.92,CR-02357
HL-002358,2026-04-24,Algeciras,DHL,17.19,22,39038.99,CR-02358
HL-002359,2026-06-17,Gdansk,FedEx,242.57,7,6274.53,CR-02359
HL-002360,2026-05-19,Felixstowe,FedEx,350.45,26,27695.85,CR-02360
HL-002361,2026-02-12,Gdansk,FedEx,186,15,47448.81,CR-02361
HL-002362,2026-01-02,Gdansk,DHL,161.2,18,5626.06,CR-02362
HL-002363,2026-05-02,Rotterdam,UPS,101.02,3,47003.93,CR-02363
HL-002364,2026-05-02,Rotterdam,FedEx,331.3,8,25227.69,CR-02364
HL-002365,2026-05-12,Algeciras,DHL,273.91,7,34551.65,CR-02365
HL-002366,2026-05-21,Rotterdam,UPS,211.91,10,30159.01,CR-02366
HL-002367,2026-02-06,Felixstowe,UPS,1.68,9,20853.3,CR-02367
HL-002368,2026-02-14,Piraeus,UPS,59.45,8,26215.02,CR-02368
HL-002369,2026-02-13,Rotterdam,DHL,235.04,12,24406.06,
HL-002370,2026-02-24,Algeciras,Maersk,264.78,4,31773.47,CR-02370
HL-002371,2026-05-02,Gdansk,DHL,204.62,19,46301.86,CR-02371
HL-002372,2026-03-23,Felixstowe,UPS,106.02,13,42231.08,CR-02372
HL-002373,2026-01-28,Rotterdam,UPS,5.94,21,38100.86,CR-02373
HL-002374,2026-06-12,Felixstowe,DHL,264.55,22,46747.28,
HL-002375,2026-03-11,Rotterdam,DHL,42.1,18,41599.85,
HL-002376,2026-01-03,Rotterdam,UPS,301.01,19,41601.01,CR-02376
HL-002377,2026-02-14,Rotterdam,Maersk,253.1,11,15676.03,CR-02377
HL-002378,2026-06-27,Piraeus,FedEx,281.73,8,18432.84,CR-02378
HL-002379,2026-06-29,Algeciras,Maersk,163.98,18,27044.14,CR-02379
HL-002380,2026-05-26,Felixstowe,FedEx,337.65,6,10583.31,CR-02380
HL-002381,2026-04-23,Rotterdam,Maersk,194.69,9,41888.56,CR-02381
HL-002382,2026-06-30,Piraeus,UPS,19.35,22,12073.67,CR-02382
HL-002383,2026-02-24,Gdansk,UPS,231.25,2,12343.1,CR-02383
HL-002384,2026-03-20,Felixstowe,UPS,158.36,19,43814.12,CR-02384
HL-002385,2026-02-01,Felixstowe,Maersk,194.02,9,23165.83,CR-02385
HL-002386,2026-03-08,Gdansk,DHL,354,26,10705.93,CR-02386
HL-002387,2026-01-15,Rotterdam,FedEx,29.11,4,3422.91,CR-02387
HL-002388,2026-05-31,Algeciras,FedEx,204.79,7,42421.72,CR-02388
HL-002389,2026-01-21,Felixstowe,FedEx,133.27,14,41681.63,
HL-002390,2026-03-12,Felixstowe,DHL,313.62,10,12784.88,CR-02390
HL-002391,2026-02-28,Gdansk,DHL,143.82,25,45810.61,CR-02391
HL-002392,2026-05-05,Felixstowe,Maersk,265.33,16,27595.75,CR-02392
HL-002393,2026-01-26,Felixstowe,DHL,148.59,9,21143.14,CR-02393
HL-002394,2026-04-19,Felixstowe,UPS,68.38,23,2841.25,CR-02394
HL-002395,2026-04-02,Gdansk,DHL,77,23,29314.94,CR-02395
HL-002396,2026-05-10,Felixstowe,DHL,255.67,17,4898.08,CR-02396
HL-002397,2026-06-04,Rotterdam,DHL,76.46,2,2611.42,CR-02397
HL-002398,2026-04-02,Felixstowe,FedEx,52.27,4,45534.44,CR-02398
HL-002399,2026-04-18,Felixstowe,DHL,342.32,12,32679.83,CR-02399
HL-002400,2026-02-02,Gdansk,DHL,235.93,19,8530.35,CR-02400
HL-002401,2026-03-25,Rotterdam,Maersk,12.9,6,13958.65,CR-02401
HL-002402,2026-01-03,Rotterdam,DHL,247.35,3,19725.47,CR-02402
HL-002403,2026-03-17,Felixstowe,DHL,369.07,12,35258.89,CR-02403
HL-002404,2026-01-24,Rotterdam,DHL,31.95,15,37007.37,CR-02404
HL-002405,2026-04-30,Gdansk,Maersk,75.21,16,1856.55,
HL-002406,2026-01-27,Rotterdam,Maersk,64.47,17,41562.58,CR-02406
HL-002407,2026-04-13,Gdansk,UPS,117.21,7,47317.31,CR-02407
HL-002408,2026-05-27,Rotterdam,UPS,123.32,18,7779.33,CR-02408
HL-002409,2026-05-07,Felixstowe,DHL,176.46,2,4610.64,CR-02409
HL-002410,2026-04-04,Rotterdam,UPS,338.08,22,10806.62,CR-02410
HL-002411,2026-02-17,Algeciras,DHL,138.04,23,40811.62,CR-02411
HL-002412,2026-04-09,Felixstowe,DHL,220.36,9,33009.14,CR-02412
HL-002413,2026-02-14,Gdansk,DHL,18.91,14,27299.02,CR-02413
HL-002414,2026-03-13,Felixstowe,DHL,210.85,13,16140.01,CR-02414
HL-002415,2026-06-18,Felixstowe,FedEx,170.69,6,17248.82,CR-02415
HL-002416,2026-05-03,Felixstowe,Maersk,307.03,12,18173.02,CR-02416
HL-002417,2026-01-25,Gdansk,FedEx,353.85,5,874.03,CR-02417
HL-002418,2026-03-06,Piraeus,Maersk,22.75,17,7468.84,CR-02418
HL-002419,2026-02-03,Felixstowe,UPS,342.24,8,4037.09,CR-02419
HL-002420,2026-04-02,Gdansk,DHL,18.61,16,11991.87,CR-02420
HL-002421,2026-01-22,Algeciras,UPS,82.12,21,7078.58,CR-02421
HL-002422,2026-01-21,Felixstowe,DHL,168.78,11,7334.07,CR-02422
HL-002423,2026-05-02,Felixstowe,DHL,354.56,21,4123.64,CR-02423
HL-002424,2026-03-21,Rotterdam,UPS,37.5,20,35433.82,CR-02424
HL-002425,2026-03-17,Gdansk,FedEx,237.93,9,3382.32,CR-02425
HL-002426,2026-02-11,Gdansk,Maersk,157.56,9,13162.18,CR-02426
HL-002427,2026-03-26,Rotterdam,UPS,15.96,14,7358.99,CR-02427
HL-002428,2026-06-02,Felixstowe,FedEx,119.61,17,210.03,CR-02428
HL-002429,2026-06-17,Algeciras,DHL,184.61,11,41891.97,
HL-002430,2026-01-15,Algeciras,FedEx,60.23,11,30730.96,CR-02430
HL-002431,2026-02-12,Gdansk,DHL,299.75,10,33807.29,CR-02431
HL-002432,2026-03-26,Gdansk,Maersk,202.17,9,14880.34,CR-02432
HL-002433,2026-05-11,Rotterdam,FedEx,129.31,21,13077.95,CR-02433
HL-002434,2026-03-20,Rotterdam,FedEx,236.95,16,30020.12,CR-02434
HL-002435,2026-06-05,Rotterdam,Maersk,356.68,21,45694.71,CR-02435
HL-002436,2026-02-13,Rotterdam,FedEx,83.51,14,45206.82,CR-02436
HL-002437,2026-01-09,Rotterdam,UPS,45.64,21,34246.88,CR-02437
HL-002438,2026-06-08,Felixstowe,DHL,46.14,24,7735.42,CR-02438
HL-002439,2026-03-06,Algeciras,UPS,137.79,13,36413.97,CR-02439
HL-002440,2026-02-26,Gdansk,UPS,338.62,24,6863.08,CR-02440
HL-002441,2026-05-05,Gdansk,DHL,264.98,5,38567.06,CR-02441
HL-002442,2026-05-01,Rotterdam,DHL,60.54,2,10535.42,CR-02442
HL-002443,2026-05-26,Gdansk,FedEx,359.62,25,11871.3,CR-02443
HL-002444,2026-05-05,Gdansk,UPS,327.46,23,27532.71,CR-02444
HL-002445,2026-06-04,Felixstowe,DHL,136.34,16,7396.57,CR-02445
HL-002446,2026-04-10,Rotterdam,UPS,91.57,5,9866.14,CR-02446
HL-002447,2026-03-25,Felixstowe,DHL,141.63,15,12591.75,CR-02447
HL-002448,2026-04-18,Piraeus,FedEx,45.99,2,41732.79,CR-02448
HL-002449,2026-04-29,Gdansk,DHL,329.54,16,15949.91,CR-02449
HL-002450,2026-06-29,Rotterdam,FedEx,246.76,17,32473.26,CR-02450
HL-002451,2026-01-18,Algeciras,UPS,268.1,18,11900.51,CR-02451
HL-002452,2026-03-03,Rotterdam,UPS,207.6,25,28515.09,CR-02452
HL-002453,2026-03-31,Rotterdam,DHL,211.14,4,29852.02,CR-02453
HL-002454,2026-05-10,Rotterdam,DHL,273.83,26,31579.74,CR-02454
HL-002455,2026-01-08,Rotterdam,Maersk,373.99,10,15593.87,CR-02455
HL-002456,2026-05-19,Rotterdam,UPS,229.54,17,10080.95,CR-02456
HL-002457,2026-01-05,Rotterdam,DHL,229.64,11,21580.13,CR-02457
HL-002458,2026-05-05,Rotterdam,FedEx,173.64,14,4988.69,CR-02458
HL-002459,2026-04-12,Felixstowe,UPS,257.64,8,11208.29,CR-02459
HL-002460,2026-05-30,Algeciras,FedEx,231.52,12,8072.29,CR-02460
HL-002461,2026-05-08,Gdansk,Maersk,27.99,22,41041.63,
HL-002462,2026-05-17,Algeciras,UPS,42.89,6,41288.86,CR-02462
HL-002463,2026-02-25,Rotterdam,Maersk,342.39,18,44594.89,
HL-002464,2026-03-15,Felixstowe,Maersk,235.18,1,6750.73,CR-02464
HL-002465,2026-05-17,Gdansk,DHL,106.43,8,10439.13,CR-02465
HL-002466,2026-05-25,Rotterdam,FedEx,102.52,24,29178.66,CR-02466
HL-002467,2026-06-01,Rotterdam,UPS,346.24,21,47220.84,CR-02467
HL-002468,2026-03-21,Rotterdam,Maersk,223.38,20,43480.66,CR-02468
HL-002469,2026-04-18,Rotterdam,DHL,72.91,22,10804.97,CR-02469
HL-002470,2026-06-24,Algeciras,FedEx,349.99,1,34738.37,CR-02470
HL-002471,2026-02-07,Piraeus,UPS,75.08,1,31452.84,CR-02471
HL-002472,2026-05-06,Felixstowe,DHL,152.44,5,34869.88,CR-02472
HL-002473,2026-03-03,Felixstowe,DHL,65.44,4,4751.66,CR-02473
HL-002474,2026-02-07,Piraeus,UPS,254.8,5,10537.65,CR-02474
HL-002475,2026-06-01,Gdansk,FedEx,187.39,15,27360.85,CR-02475
HL-002476,2026-06-07,Felixstowe,FedEx,325.98,9,1863.4,CR-02476
HL-002477,2026-06-04,Rotterdam,DHL,154.42,22,2013.23,CR-02477
HL-002478,2026-04-29,Rotterdam,Maersk,167.07,14,27278.75,CR-02478
HL-002479,2026-06-05,Algeciras,DHL,79.91,17,2868.07,CR-02479
HL-002480,2026-04-22,Rotterdam,FedEx,149.68,10,28530.61,CR-02480
HL-002481,2026-05-30,Felixstowe,FedEx,290.57,18,3156.3,CR-02481
HL-002482,2026-03-05,Felixstowe,UPS,113.65,24,17530.59,CR-02482
HL-002483,2026-03-30,Algeciras,FedEx,11.13,10,1119.85,CR-02483
HL-002484,2026-02-11,Rotterdam,UPS,80.13,19,27443.18,CR-02484
HL-002485,2026-02-18,Rotterdam,UPS,152.79,7,44222.15,CR-02485
HL-002486,2026-02-03,Piraeus,DHL,201.37,7,44692.36,CR-02486
HL-002487,2026-04-08,Piraeus,DHL,320.07,24,38340.5,CR-02487
HL-002488,2026-01-20,Felixstowe,DHL,214.12,21,35565.41,CR-02488
HL-002489,2026-06-13,Piraeus,DHL,268.72,21,42185.78,CR-02489
HL-002490,2026-02-18,Felixstowe,UPS,184.19,6,25727.65,CR-02490
HL-002491,2026-03-14,Rotterdam,DHL,165.93,4,9883.27,CR-02491
HL-002492,2026-03-31,Gdansk,Maersk,73.82,26,1660.26,CR-02492
HL-002493,2026-06-24,Algeciras,DHL,34.13,25,12557.81,CR-02493
HL-002494,2026-03-28,Felixstowe,FedEx,212.49,14,46610.73,CR-02494
HL-002495,2026-01-05,Rotterdam,UPS,22.33,1,30678.24,CR-02495
HL-002496,2026-05-08,Piraeus,DHL,1.9,2,7038.02,CR-02496
HL-002497,2026-02-13,Algeciras,Maersk,155.59,25,40235.62,CR-02497
HL-002498,2026-05-07,Rotterdam,UPS,237.26,16,36010.62,CR-02498
HL-002499,2026-05-13,Rotterdam,DHL,114.47,19,22843.97,CR-02499
HL-002500,2026-06-15,Rotterdam,UPS,242.6,20,4901.08,CR-02500
HL-002501,2026-01-04,Rotterdam,DHL,127.04,7,4099,
HL-002502,2026-01-21,Felixstowe,Maersk,41.42,18,28924.18,CR-02502
HL-002503,2026-06-10,Felixstowe,UPS,175.68,25,40753.72,CR-02503
HL-002504,2026-04-18,Rotterdam,DHL,64.1,20,45414.3,CR-02504
HL-002505,2026-05-28,Rotterdam,Maersk,178.2,20,10239.38,CR-02505
HL-002506,2026-02-09,Algeciras,DHL,52.2,8,2995.22,CR-02506
HL-002507,2026-01-23,Felixstowe,DHL,335.83,1,29129,CR-02507
HL-002508,2026-01-20,Piraeus,DHL,370.96,6,37080.33,CR-02508
HL-002509,2026-01-14,Rotterdam,UPS,114.62,11,6124.56,CR-02509
HL-002510,2026-03-22,Rotterdam,DHL,363.24,11,32774.17,CR-02510
HL-002511,2026-05-16,Felixstowe,FedEx,113.79,17,24876.39,
HL-002512,2026-04-22,Rotterdam,Maersk,255.12,22,9954.33,CR-02512
HL-002513,2026-03-27,Felixstowe,DHL,300.4,20,2522.56,CR-02513
HL-002514,2026-03-16,Rotterdam,FedEx,365.88,3,15514.2,CR-02514
HL-002515,2026-04-24,Gdansk,DHL,118.4,4,41419.92,CR-02515
HL-002516,2026-04-18,Algeciras,FedEx,127.42,16,39178.68,CR-02516
HL-002517,2026-05-06,Rotterdam,UPS,11.62,9,29824.64,CR-02517
HL-002518,2026-04-06,Gdansk,Maersk,51.18,7,41902.69,CR-02518
HL-002519,2026-05-16,Piraeus,FedEx,369.72,18,28644.57,
HL-002520,2026-01-08,Felixstowe,UPS,57.8,13,20613.97,CR-02520
HL-002521,2026-01-05,Gdansk,DHL,152.4,12,15398.36,CR-02521
HL-002522,2026-03-11,Rotterdam,FedEx,297.89,4,31547.04,CR-02522
HL-002523,2026-03-23,Felixstowe,UPS,278.66,16,9203.29,CR-02523
HL-002524,2026-01-25,Felixstowe,DHL,236.85,17,38213.04,CR-02524
HL-002525,2026-01-30,Felixstowe,DHL,263.59,3,30259.51,CR-02525
HL-002526,2026-02-11,Rotterdam,UPS,183.5,21,36599.96,CR-02526
HL-002527,2026-02-20,Rotterdam,UPS,203.36,6,34688.26,CR-02527
HL-002528,2026-02-13,Piraeus,Maersk,376.61,4,4365.94,CR-02528
HL-002529,2026-04-02,Piraeus,UPS,23.26,17,7995.9,CR-02529
HL-002530,2026-05-16,Rotterdam,DHL,191.79,20,6645.05,CR-02530
HL-002531,2026-05-30,Felixstowe,FedEx,321.95,24,12932.23,CR-02531
HL-002532,2026-06-09,Piraeus,Maersk,311.11,12,38977.15,
HL-002533,2026-02-01,Piraeus,UPS,248.42,5,43866.99,CR-02533
HL-002534,2026-06-22,Gdansk,FedEx,295.08,17,8473.35,CR-02534
HL-002535,2026-02-21,Felixstowe,UPS,318.22,12,37314.16,CR-02535
HL-002536,2026-06-04,Felixstowe,DHL,14.02,10,35082.07,CR-02536
HL-002537,2026-01-17,Felixstowe,DHL,228.69,15,29403.68,CR-02537
HL-002538,2026-03-04,Felixstowe,Maersk,343.1,25,39386.29,CR-02538
HL-002539,2026-06-08,Rotterdam,FedEx,175.87,14,24364.09,CR-02539
HL-002540,2026-04-14,Rotterdam,UPS,155.45,14,47677.06,CR-02540
HL-002541,2026-05-22,Algeciras,FedEx,191.57,11,21279.16,CR-02541
HL-002542,2026-02-04,Gdansk,UPS,169.4,22,5461.47,CR-02542
HL-002543,2026-02-27,Piraeus,DHL,341.2,23,7701.92,CR-02543
HL-002544,2026-01-08,Piraeus,DHL,70.84,24,29365.84,
HL-002545,2026-06-26,Gdansk,DHL,212.83,2,34457.7,CR-02545
HL-002546,2026-02-18,Felixstowe,DHL,187.21,6,18625.63,CR-02546
HL-002547,2026-02-03,Felixstowe,DHL,104.51,10,12652.65,CR-02547
HL-002548,2026-01-28,Rotterdam,UPS,38.42,21,21959.44,CR-02548
HL-002549,2026-02-13,Algeciras,DHL,128.96,17,43937.74,CR-02549
HL-002550,2026-04-08,Rotterdam,Maersk,123.59,14,46613.32,CR-02550
HL-002551,2026-06-03,Felixstowe,UPS,283.67,13,6758.25,CR-02551
HL-002552,2026-05-10,Rotterdam,DHL,165.29,26,5634.23,CR-02552
HL-002553,2026-05-10,Rotterdam,UPS,38.36,4,5042.29,CR-02553
HL-002554,2026-05-04,Felixstowe,UPS,333.86,11,441.55,CR-02554
HL-002555,2026-03-27,Felixstowe,FedEx,85.6,15,12187.69,CR-02555
HL-002556,2026-06-20,Rotterdam,DHL,366.02,21,13213.03,CR-02556
HL-002557,2026-02-16,Felixstowe,DHL,366.81,15,9297.83,CR-02557
HL-002558,2026-04-30,Piraeus,UPS,291.95,22,36538.18,CR-02558
HL-002559,2026-04-08,Rotterdam,DHL,64.78,2,36441.02,CR-02559
HL-002560,2026-01-07,Rotterdam,UPS,156.14,22,2754.47,CR-02560
HL-002561,2026-06-24,Felixstowe,DHL,331.25,6,16894.79,CR-02561
HL-002562,2026-03-25,Rotterdam,DHL,159.43,24,29436.47,
HL-002563,2026-05-13,Algeciras,UPS,176.29,16,43085.7,CR-02563
HL-002564,2026-03-04,Felixstowe,UPS,161.98,14,15693.15,CR-02564
HL-002565,2026-05-29,Gdansk,Maersk,300.8,12,10643.14,CR-02565
HL-002566,2026-06-25,Rotterdam,FedEx,91.55,25,43761.64,
HL-002567,2026-02-27,Rotterdam,DHL,148.52,19,31144.59,CR-02567
HL-002568,2026-04-21,Rotterdam,Maersk,323.45,21,41829.37,CR-02568
HL-002569,2026-02-11,Algeciras,DHL,337.8,24,44653.76,CR-02569
HL-002570,2026-04-19,Rotterdam,Maersk,378.02,13,45659.08,CR-02570
HL-002571,2026-04-24,Gdansk,UPS,91.8,24,1854.33,CR-02571
HL-002572,2026-06-18,Felixstowe,FedEx,67.75,19,34926.77,CR-02572
HL-002573,2026-05-27,Gdansk,DHL,240.69,22,41048.02,CR-02573
HL-002574,2026-03-12,Algeciras,DHL,329.69,16,2070.67,CR-02574
HL-002575,2026-01-16,Gdansk,UPS,319.74,10,45870.46,CR-02575
HL-002576,2026-06-28,Felixstowe,Maersk,312.24,20,22247.12,
HL-002577,2026-01-01,Felixstowe,DHL,351.16,11,43656.15,CR-02577
HL-002578,2026-06-22,Algeciras,DHL,247.88,1,3107.02,
HL-002579,2026-04-29,Rotterdam,DHL,131.59,15,40661.86,CR-02579
HL-002580,2026-01-12,Rotterdam,DHL,262.15,24,17125.5,CR-02580
HL-002581,2026-06-10,Rotterdam,FedEx,105.44,17,18901.45,CR-02581
HL-002582,2026-03-16,Gdansk,DHL,362.34,25,35404.39,CR-02582
HL-002583,2026-06-08,Rotterdam,DHL,333.89,19,31915.6,CR-02583
HL-002584,2026-03-28,Felixstowe,FedEx,43.54,25,19621.38,CR-02584
HL-002585,2026-01-20,Felixstowe,UPS,306.17,5,27171.25,CR-02585
HL-002586,2026-05-17,Algeciras,DHL,51.1,12,38185.88,CR-02586
HL-002587,2026-02-24,Rotterdam,UPS,200.75,14,4395.17,CR-02587
HL-002588,2026-02-20,Rotterdam,FedEx,342.6,2,13626.43,CR-02588
HL-002589,2026-06-18,Algeciras,DHL,62.42,21,24918.89,CR-02589
HL-002590,2026-06-10,Algeciras,FedEx,336.79,14,11226.73,CR-02590
HL-002591,2026-02-19,Felixstowe,FedEx,211.68,7,15493.73,CR-02591
HL-002592,2026-06-17,Rotterdam,FedEx,297.76,3,21699.06,CR-02592
HL-002593,2026-06-28,Felixstowe,DHL,86.56,15,29311.09,CR-02593
HL-002594,2026-05-01,Felixstowe,FedEx,34.25,7,14080.71,CR-02594
HL-002595,2026-02-25,Rotterdam,Maersk,166.48,9,36776.77,CR-02595
