Date,Transaction Type,No.,Memo/Description,Account No.,Account,Debit,Credit,Created By,Created
11/30/2025,Deposit,1690,Bank deposit 5543,01010,Cash and cash equivalents:Operating account,"6,917.20",,d.okonkwo,11/30/2025 12:24:55 AM
,,,Bank deposit 5543,2400,Deferred revenue,,"6,917.20",,
11/30/2025,Invoice,1698,Progress billing 5555,1200,Accounts receivable,"9,916.84",,s.pettersen,11/30/2025 3:45:23 AM
,,,Progress billing 5555,4020,Revenue:Services,,"8,264.03",,
,,,Progress billing 5555,02100,Sales tax payable,,"1,652.81",,
11/30/2025,Bill Payment (Check),1707,Payment to supplier 5572,2010,Accounts payable,"3,661.55",,m.laurent,11/30/2025 3:20:21 AM
,,,Payment to supplier 5572,1010,Cash and cash equivalents:Operating account,,"3,661.55",,
11/30/2025,Bill,1711,Supplier invoice 5581,6110,Utilities,309.79,,d.okonkwo,11/30/2025 2:45:44 PM
,,,Supplier invoice 5581,2010,Accounts payable,,309.79,,
11/30/2025,Invoice,1733,Invoice 2025-5628,01200,Accounts receivable,"18,279.96",,a.varga,11/30/2025 4:34:55 PM
,,,Invoice 2025-5628,4010,Revenue:Product,,"15,233.30",,
,,,Invoice 2025-5628,2100,Sales tax payable,,"3,046.66",,
11/30/2025,Expense,1744,Supplier invoice 5651,6110,Utilities,"1,751.95",,m.laurent,11/30/2025 5:20:15 PM
,,,Supplier invoice 5651,1010,Cash and cash equivalents:Operating account,,"1,751.95",,
11/30/2025,Bill Payment (Check),1745,Payment to supplier 5653,2010,Accounts payable,388.62,,System Administrator,11/30/2025 10:45:43 PM
,,,Payment to supplier 5653,1010,Cash and cash equivalents:Operating account,,388.62,,
,,,Total for November 2025,,,"422,502.64","422,502.64",,
12/01/2025,Bill,1769,Supplier invoice 5701,5010,Cost of sales:Materials,"1,463.06",,a.varga,12/01/2025 2:16:36 AM
,,,Supplier invoice 5701,2010,Accounts payable,,"1,463.06",,
12/01/2025,Sales Receipt,1789,Invoice 2025-5730,1010,Cash and cash equivalents:Operating account,"2,396.60",,a.varga,12/01/2025 10:35:27 PM
,,,Invoice 2025-5730,4010,Revenue:Product,,"1,997.17",,
,,,Invoice 2025-5730,2100,Sales tax payable,,399.43,,
12/01/2025,Expense,1806,Reimbursement 5760,6200,Professional fees,"1,093.63",,s.pettersen,12/01/2025 12:20:07 PM
,,,Reimbursement 5760,1010,Cash and cash equivalents:Operating account,,"1,093.63",,
12/02/2025,Deposit,1773,Bank deposit 5706,1010,Cash and cash equivalents:Operating account,"3,506.53",,m.laurent,12/02/2025 8:19:34 PM
,,,Bank deposit 5706,2400,Deferred revenue,,"3,506.53",,
12/03/2025,Bill,1761,Purchase order 5688,5010,Cost of sales:Materials,"8,416.65",,d.okonkwo,12/03/2025 5:23:06 PM
,,,Purchase order 5688,2010,Accounts payable,,"8,416.65",,
12/03/2025,Sales Receipt,1762,Invoice 2025-5689,1010,Cash and cash equivalents:Operating account,"2,662.43",,m.laurent,12/03/2025 5:04:42 AM
,,,Invoice 2025-5689,4010,Revenue:Product,,"2,218.69",,
,,,Invoice 2025-5689,2100,Sales tax payable,,443.74,,
12/03/2025,Deposit,1812,Bank deposit 5772,1010,Cash and cash equivalents:Operating account,"1,233.59",,d.okonkwo,12/03/2025 2:28:47 PM
,,,Bank deposit 5772,2400,Deferred revenue,,"1,233.59",,
12/03/2025,Bill Payment (Check),1815,Payment to supplier 5777,02010,Accounts payable,"8,232.96",,System Administrator,12/03/2025 10:34:18 AM
,,,Payment to supplier 5777,1010,Cash and cash equivalents:Operating account,,"8,232.96",,
12/03/2025,Invoice,1818,Retainer 5781,1200,Accounts receivable,"11,626.42",,m.laurent,12/03/2025 9:15:03 AM
,,,Retainer 5781,4020,Revenue:Services,,"9,688.68",,
,,,Retainer 5781,2100,Sales tax payable,,"1,937.74",,
12/04/2025,Transfer,1754,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"21,255.44",,m.laurent,12/04/2025 4:26:06 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"21,255.44",,
12/04/2025,Invoice,1771,Progress billing 5703,1200,Accounts receivable,"15,705.26",,d.okonkwo,12/04/2025 6:35:11 PM
,,,Progress billing 5703,4010,Revenue:Product,,"13,087.72",,
,,,Progress billing 5703,2100,Sales tax payable,,"2,617.54",,
12/04/2025,Payment,1775,Customer payment 5709,1010,Cash and cash equivalents:Operating account,"13,359.37",,d.okonkwo,12/04/2025 3:29:21 AM
,,,Customer payment 5709,1200,Accounts receivable,,"13,359.36",,
12/04/2025,Invoice,1791,Retainer 5732,1200,Accounts receivable,"17,867.21",,System Administrator,12/04/2025 5:15:56 PM
,,,Retainer 5732,4010,Revenue:Product,,"14,889.34",,
,,,Retainer 5732,2100,Sales tax payable,,"2,977.87",,
12/04/2025,Bill Payment (Check),1793,Payment to supplier 5736,2010,Accounts payable,"5,251.05",,d.okonkwo,12/04/2025 5:27:05 AM
,,,Payment to supplier 5736,1010,Cash and cash equivalents:Operating account,,"5,251.05",,
12/06/2025,Expense,1753,Reimbursement 5671,6400,Travel and entertainment,"2,388.13",,System Administrator,12/06/2025 9:01:07 PM
,,,Reimbursement 5671,1010,Cash and cash equivalents:Operating account,,"2,388.13",,
12/06/2025,Invoice,1759,Invoice 2025-5685,01200,Accounts receivable,"14,785.80",,s.pettersen,12/06/2025 4:44:53 AM
,,,Invoice 2025-5685,4010,Revenue:Product,,"12,321.50",,
,,,Invoice 2025-5685,2100,Sales tax payable,,"2,464.30",,
12/06/2025,Bill,1813,Purchase order 5774,6400,Travel and entertainment,"4,122.04",,m.laurent,12/06/2025 2:43:31 PM
,,,Purchase order 5774,2010,Accounts payable,,"4,122.04",,
12/07/2025,Bill Payment (Check),1760,Payment to supplier 5686,2010,Accounts payable,"10,231.85",,d.okonkwo,12/07/2025 5:00:14 AM
,,,Payment to supplier 5686,1010,Cash and cash equivalents:Operating account,,"10,231.85",,
12/07/2025,Payment,1777,Customer payment 5711,1010,Cash and cash equivalents:Operating account,"16,637.86",,s.pettersen,12/07/2025 3:10:30 PM
,,,Customer payment 5711,1200,Accounts receivable,,"16,637.86",,
12/07/2025,Journal Entry,1799,Depreciation for the period,6600,Depreciation,"1,348.37",449.46,System Administrator,12/07/2025 2:17:08 PM
,,,Depreciation for the period,1790,Accumulated depreciation,,"1,348.37",,
12/08/2025,Invoice,1780,Progress billing 5716,1200,Accounts receivable,"2,227.12",,d.okonkwo,12/08/2025 12:46:53 AM
,,,Progress billing 5716,4030,Revenue:Support,,"1,855.93",,
,,,Progress billing 5716,2100,Sales tax payable,,371.19,,
12/08/2025,Journal Entry,1817,Depreciation for the period,6600,Depreciation,"2,443.09",,d.okonkwo,12/08/2025 5:42:47 AM
,,,Depreciation for the period,01790,Accumulated depreciation,,"2,443.09",,
12/08/2025,Journal Entry,1821,Payroll journal,6010,Salaries and wages,"54,781.28",,a.varga,12/08/2025 3:13:34 AM
,,,Payroll journal,6020,Employee benefits,"4,930.32",,,
,,,Payroll journal,2150,Payroll liabilities:Withholding,,"13,147.51",,
,,,Payroll journal,2160,Payroll liabilities:Pension,,"2,739.06",,
,,,Payroll journal,1020,Cash and cash equivalents:Payroll account,,"43,825.03",,
12/09/2025,Invoice,1790,Invoice 2025-5731,1200,Accounts receivable,"7,614.84",,s.pettersen,12/09/2025 1:56:36 PM
,,,Invoice 2025-5731,4010,Revenue:Product,,"6,345.70",,
,,,Invoice 2025-5731,2100,Sales tax payable,,"1,269.14",,
12/09/2025,Credit Memo,1796,Credit note 5740,4090,Sales discounts,523.77,,s.pettersen,12/09/2025 7:27:52 PM
,,,Credit note 5740,1200,Accounts receivable,,523.76,,
12/10/2025,Invoice,1758,Progress billing 5682,1200,Accounts receivable,"2,898.19",,a.varga,12/10/2025 3:47:27 PM
,,,Progress billing 5682,4020,Revenue:Services,,"2,415.16",,
,,,Progress billing 5682,2100,Sales tax payable,,483.03,,
12/10/2025,Invoice,1805,Progress billing 5758,01200,Accounts receivable,"7,533.72",,a.varga,12/10/2025 3:38:05 PM
,,,Progress billing 5758,4010,Revenue:Product,,"6,278.10",,
,,,Progress billing 5758,2100,Sales tax payable,,"1,255.62",,
12/10/2025,Credit Memo,1808,Credit note 5763,4090,Sales discounts,502.55,,System Administrator,12/10/2025 9:21:45 AM
,,,Credit note 5763,01200,Accounts receivable,,502.55,,
12/11/2025,Invoice,1776,Invoice 2025-5710,1200,Accounts receivable,"11,636.77-",,s.pettersen,12/11/2025 6:16:23 PM
,,,Invoice 2025-5710,4010,Revenue:Product,,"9,697.31-",,
,,,Invoice 2025-5710,02100,Sales tax payable,,"1,939.46-",,
12/11/2025,Bill,1804,Reimbursement 5757,6400,Travel and entertainment,"5,472.26",,a.varga,12/11/2025 12:06:27 PM
,,,Reimbursement 5757,2010,Accounts payable,,"5,472.26",,
12/12/2025,Journal Entry,1763,Payroll journal,6010,Salaries and wages,"53,077.40",,d.okonkwo,12/12/2025 6:30:34 AM
,,,Payroll journal,6020,Employee benefits,"4,776.97",,,
,,,Payroll journal,02150,Payroll liabilities:Withholding,,"12,738.58",,
,,,Payroll journal,2160,Payroll liabilities:Pension,,"2,653.87",,
,,,Payroll journal,1020,Cash and cash equivalents:Payroll account,,"42,461.92",,
12/12/2025,Invoice,1788,Invoice 2025-5729,1200,Accounts receivable,"3,614.40",,a.varga,12/12/2025 5:03:05 AM
,,,Invoice 2025-5729,4010,Revenue:Product,,"3,012.00",,
,,,Invoice 2025-5729,2100,Sales tax payable,,602.40,,
12/12/2025,Bill,1800,Reimbursement 5750,6110,Utilities,"11,827.97",,System Administrator,12/12/2025 1:07:27 PM
,,,Reimbursement 5750,2010,Accounts payable,,"11,827.97",,
12/13/2025,Invoice,1782,Invoice 2025-5721,1200,Accounts receivable,"3,591.97",,d.okonkwo,12/13/2025 2:42:44 AM
,,,Invoice 2025-5721,04010,Revenue:Product,,"2,993.31",,
,,,Invoice 2025-5721,2100,Sales tax payable,,598.66,,
12/13/2025,Invoice,1783,Progress billing 5724,1200,Accounts receivable,"15,828.53",,System Administrator,12/13/2025 7:39:08 AM
,,,Progress billing 5724,04010,Revenue:Product,,"13,190.44",,
,,,Progress billing 5724,2100,Sales tax payable,,"2,638.09",,
12/14/2025,Bill,1786,Monthly service 5727,6110,Utilities,"8,479.04",,s.pettersen,12/14/2025 11:00:48 PM
,,,Monthly service 5727,2010,Accounts payable,,"8,479.04",,
12/14/2025,Bill Payment (Check),1820,Payment to supplier 5786,2010,Accounts payable,"8,641.74",,m.laurent,12/14/2025 11:19:46 PM
,,,Payment to supplier 5786,1010,Cash and cash equivalents:Operating account,,"8,641.74",,
12/15/2025,Bill Payment (Check),1778,Payment to supplier 5712,2010,Accounts payable,"9,450.69",,d.okonkwo,12/15/2025 7:01:29 AM
,,,Payment to supplier 5712,1010,Cash and cash equivalents:Operating account,,"9,450.69",,
12/15/2025,Invoice,1801,Retainer 5752,1200,Accounts receivable,"21,745.76",,System Administrator,12/15/2025 4:00:19 PM
,,,Retainer 5752,4020,Revenue:Services,,"18,121.47",,
,,,Retainer 5752,2100,Sales tax payable,,"3,624.29",,
12/16/2025,Bill Payment (Check),1774,Payment to supplier 5708,2010,Accounts payable,"8,406.23",,a.varga,12/16/2025 3:39:11 PM
,,,Payment to supplier 5708,1010,Cash and cash equivalents:Operating account,,"8,406.23",,
12/16/2025,Expense,1803,Purchase order 5756,5020,Cost of sales:Freight,"1,047.30",,System Administrator,12/16/2025 11:01:00 AM
,,,Purchase order 5756,1010,Cash and cash equivalents:Operating account,,"1,047.30",,
12/17/2025,Bill,1785,Reimbursement 5726,6110,Utilities,"4,017.17",,d.okonkwo,12/17/2025 12:20:11 PM
,,,Reimbursement 5726,2010,Accounts payable,,"4,017.17",,
12/18/2025,Bill,1768,Supplier invoice 5700,6100,Rent,"6,160.11",,s.pettersen,12/18/2025 9:48:19 PM
,,,Supplier invoice 5700,2010,Accounts payable,,"6,160.11",,
12/18/2025,Invoice,1810,Invoice 2025-5768,1200,Accounts receivable,"14,290.46",,s.pettersen,12/18/2025 1:16:28 PM
,,,Invoice 2025-5768,4020,Revenue:Services,,"11,908.72",,
,,,Invoice 2025-5768,2100,Sales tax payable,,"2,381.74",,
12/19/2025,Invoice,1770,Retainer 5702,1200,Accounts receivable,"21,726.28",,d.okonkwo,12/19/2025 11:07:47 AM
,,,Retainer 5702,4010,Revenue:Product,,"18,105.23",,
,,,Retainer 5702,2100,Sales tax payable,,"3,621.05",,
12/19/2025,Bill,1814,Purchase order 5775,6110,Utilities,"12,289.32",,a.varga,12/19/2025 2:29:46 AM
,,,Purchase order 5775,2010,Accounts payable,,"12,289.32",,
12/20/2025,Bill Payment (Check),1781,Payment to supplier 5718,2010,Accounts payable,"1,494.64-",,s.pettersen,12/20/2025 1:14:53 PM
,,,Payment to supplier 5718,1010,Cash and cash equivalents:Operating account,,"1,494.64-",,
12/20/2025,Expense,1784,Supplier invoice 5725,6100,Rent,316.84,,s.pettersen,12/20/2025 2:30:54 PM
,,,Supplier invoice 5725,1010,Cash and cash equivalents:Operating account,,316.84,,
12/20/2025,Invoice,1798,Progress billing 5744,1200,Accounts receivable,"11,200.75",,System Administrator,12/20/2025 2:50:43 AM
,,,Progress billing 5744,4010,Revenue:Product,,"9,333.96",,
,,,Progress billing 5744,2100,Sales tax payable,,"1,866.79",,
12/20/2025,Payment,1807,Customer payment 5762,1010,Cash and cash equivalents:Operating account,"9,468.82",,d.okonkwo,12/20/2025 6:13:03 AM
,,,Customer payment 5762,1200,Accounts receivable,,"9,468.82",,
12/21/2025,Payment,1802,Customer payment 5755,1010,Cash and cash equivalents:Operating account,"6,541.34",,s.pettersen,12/21/2025 6:33:56 PM
,,,Customer payment 5755,1200,Accounts receivable,,"6,541.34",,
12/21/2025,Bill Payment (Check),1811,Payment to supplier 5771,2010,Accounts payable,"11,588.85",,System Administrator,12/21/2025 2:05:29 PM
,,,Payment to supplier 5771,1010,Cash and cash equivalents:Operating account,,"11,588.85",,
12/22/2025,Bill,1750,Supplier invoice 5665,06200,Professional fees,"4,390.22",,System Administrator,12/22/2025 8:43:36 AM
,,,Supplier invoice 5665,2010,Accounts payable,,"4,390.22",,
12/22/2025,Sales Receipt,1766,Licence renewal 5695,1010,Cash and cash equivalents:Operating account,548.58,,s.pettersen,12/22/2025 2:59:48 AM
,,,Licence renewal 5695,4010,Revenue:Product,,457.15,,
,,,Licence renewal 5695,2100,Sales tax payable,,91.43,,
12/22/2025,Vendor Credit,1809,Supplier credit 5765,2010,Accounts payable,"1,648.22",,d.okonkwo,12/22/2025 10:27:02 PM
,,,Supplier credit 5765,6100,Rent,,"1,648.22",,
12/23/2025,Payment,1772,Customer payment 5705,1010,Cash and cash equivalents:Operating account,"9,067.08",,System Administrator,12/23/2025 12:23:43 AM
,,,Customer payment 5705,1200,Accounts receivable,,"9,067.08",,
12/23/2025,Sales Receipt,1797,Retainer 5742,1010,Cash and cash equivalents:Operating account,"3,281.54",,a.varga,12/23/2025 2:15:40 PM
,,,Retainer 5742,4010,Revenue:Product,,"2,734.62",,
,,,Retainer 5742,2100,Sales tax payable,,546.92,,
12/23/2025,Invoice,1819,Retainer 5783,1200,Accounts receivable,"1,895.24",,s.pettersen,12/23/2025 1:53:03 AM
,,,Retainer 5783,4010,Revenue:Product,,"1,579.37",,
,,,Retainer 5783,2100,Sales tax payable,,315.87,,
12/24/2025,Expense,1755,Monthly service 5674,6110,Utilities,"1,269.02",,System Administrator,12/24/2025 2:04:39 AM
,,,Monthly service 5674,1010,Cash and cash equivalents:Operating account,,"1,269.01",,
12/24/2025,Bill,1794,Supplier invoice 5738,6300,Marketing,"1,561.21",,s.pettersen,12/24/2025 12:02:59 PM
,,,Supplier invoice 5738,2010,Accounts payable,,"1,561.21",,
12/25/2025,Bill Payment (Check),1764,Payment to supplier 5692,2010,Accounts payable,"11,087.95",,a.varga,12/25/2025 8:16:12 AM
,,,Payment to supplier 5692,1010,Cash and cash equivalents:Operating account,,"11,087.95",,
12/26/2025,Payment,1767,Customer payment 5697,1010,Cash and cash equivalents:Operating account,"12,156.78",,s.pettersen,12/26/2025 12:14:23 PM
,,,Customer payment 5697,1200,Accounts receivable,,"12,156.78",,
12/27/2025,Expense,1795,Monthly service 5739,6500,Bank charges,"1,392.18",,a.varga,12/27/2025 3:50:46 AM
,,,Monthly service 5739,1010,Cash and cash equivalents:Operating account,,"1,392.18",,
12/27/2025,Expense,1816,Reimbursement 5778,6300,Marketing,266.05,,d.okonkwo,12/27/2025 12:06:47 PM
,,,Reimbursement 5778,1010,Cash and cash equivalents:Operating account,,266.05,,
12/28/2025,Journal Entry,1787,Revaluation of foreign balances,6900,Foreign exchange gain or loss,"1,589.71",,System Administrator,12/28/2025 1:48:29 PM
,,,Revaluation of foreign balances,1200,Accounts receivable,,"1,589.71",,
12/29/2025,Journal Entry,1752,Accrual reversal,2050,Accrued liabilities,"1,584.66",,s.pettersen,12/29/2025 5:00:24 AM
,,,Accrual reversal,6110,Utilities,,"1,584.66",,
12/29/2025,Payment,1756,Customer payment 5677,1010,Cash and cash equivalents:Operating account,"6,638.09",,d.okonkwo,12/29/2025 11:41:05 PM
,,,Customer payment 5677,1200,Accounts receivable,,"6,638.09",,
12/29/2025,Sales Receipt,1792,Retainer 5735,1010,Cash and cash equivalents:Operating account,"1,780.25",,m.laurent,12/29/2025 1:25:41 PM
,,,Retainer 5735,4010,Revenue:Product,,"1,483.54",,
,,,Retainer 5735,2100,Sales tax payable,,296.71,,
12/30/2025,Bill,1751,Purchase order 5666,6100,Rent,"11,337.59",,m.laurent,12/30/2025 10:47:13 PM
,,,Purchase order 5666,2010,Accounts payable,,"11,337.59",,
12/30/2025,Payment,1779,Customer payment 5715,01010,Cash and cash equivalents:Operating account,"18,490.92-",,d.okonkwo,12/30/2025 5:41:25 AM
,,,Customer payment 5715,1200,Accounts receivable,,"18,490.92-",,
12/31/2025,Invoice,1757,Licence renewal 5680,1200,Accounts receivable,"5,331.86",,System Administrator,12/31/2025 1:05:20 PM
,,,Licence renewal 5680,4010,Revenue:Product,,"4,443.22",,
,,,Licence renewal 5680,2100,Sales tax payable,,888.64,,
12/31/2025,Payment,1765,Customer payment 5693,1010,Cash and cash equivalents:Operating account,"18,458.40",,m.laurent,12/31/2025 3:40:37 PM
,,,Customer payment 5693,1200,Accounts receivable,,"18,458.40",,
,,,Total for December 2025,,,"564,261.63","564,261.63",,
,,,TOTAL,,,"5,688,871.26","5,688,871.26",,
