Supplier Number,Company Name,Display Name,SIM Status,Organization Type,Federal Tax ID,DUNS,Country of Operation,Preferred Currency,Payment Term,Invoice Matching Level,Minority Indicator,Minority Type,Primary Contact Email,Pay Group,Risk Tier,Insurance Expiry,Plants Served
V-101783,Rushcliffe Tooling Ltd.,,active,LLC,29-8158583,,Deutschland,USD,30 days,2-way,No,,rushcliffe.tooling@rushcliffetoo.com,US-AP,1,08/25/2027,PLT-07;PLT-06;PLT-09
V-101784,Lansdowne Tooling PLC,,active,,444105930,27585467,US,USD,Due on receipt,2 way,N,,ap@lansdownetoo.com; lansdowne.tooling@lansdownetoo.com,EU-AP,3,2028-11-04,
V-101785,Quarrington Lubricants Corp,Quarrington Lubricants,active,Corporation,19-4247785,744588773,US,usd,Net 30,None,Yes,DBE,ap@quarringtonlub.com; quarrington.lubricants@quarringtonlub.com,EU-AP,Tier 2,2026-05-04,"PLT-11, PLT-09"
V-101786,Elmswell Extrusions S.A. de C.V.,,,Corporation,32-0494779,308998957,US,USD,Net 30,3-way-direct,0,,elmswell.extrusions@elmswellext.com,CA-AP,High,,PLT-09;PLT-12;PLT-02;PLT-08
V-101787,Thirlmere Weldments LLC,Thirlmere Weldments,Active,Non-Profit,34-3305739,911468206,CA,EUR,NET30,3 way,N,,thirlmere.weldments@thirlmerewel.com,UK-AP,Medium,2028-06-25,PLT-01
V-101788,Ingleby Bearings Corp,Ingleby Bearings,active,Corporation,801979306,939136221,United States,USD,30 days,none,N,,ingleby.bearings@inglebybea.com,MX-AP,Tier 2,2028-05-04,PLT-04
V-101789,Denholm Castings S.A. de C.V.,Denholm Castings,ACTIVE,,975448901,,Canada,US Dollar,Net 45,3-way,F,,denholm.castings@denholmcas.com,US-AP,Low,2027-03-15,PLT-11
V-101790,Verwood Calibration GmbH,,Draft,,96-4791679,09357311,MX,US Dollar,Net 45,3 Way Match,false,,ap@verwoodcal.com; verwood.calibration@verwoodcal.com,EU-AP,,2028-06-11,"PLT-04, PLT-09, PLT-12, PLT-07"
V-101791,Kettleby Bearings Inc.,Kettleby Bearings,Active,LLC,,539786423,US,CAD,Net 15,none,yes,WBE,kettleby.bearings@kettlebybea.com,CA-AP,3,2028-09-27,PLT-04
V-101792,Denholm Logistics PLC,Denholm Logistics,Active,Sole Proprietor,96-1523570,256962270,MX,,,,0,,denholm.logistics@denholmlog.com,US-AP,Tier 1,2028-03-19,PLT-01;PLT-04;PLT-09
V-101793,Hollingworth Electrical Inc.,Hollingworth Electrical,Active,Corporation,,037807757,Deutschland,MXN,Net 45,3-way-direct,0,,hollingworth.electrical.hollingworthele.com,US-AP,Low,02/01/2026,PLT-10;PLT-03;PLT-04;PLT-05
V-101794,Brackenridge Lubricants Corp,Brackenridge Lubricants,active,LLC,23-5811159,936488782,US,USD,Net 15,3-way,N,,brackenridge.lubricants@brackenridgelub.com,US-AP,2,2027-11-04,
V-101795,Alderman Electrical LLC,,Active,LLC,,960678873,,CAD,Net 60,3 way,FALSE,,alderman.electrical@aldermanele.com,UK-AP,High,2028-01-03,PLT-07
V-101796,Hollingworth Electrical GmbH,,Active,Corporation,,562745904,Deutschland,CAD,Net 90,3-way,No,,hollingworth.electrical@hollingworthele.com,MX-AP,,12/26/2028,PLT-09;PLT-11
V-101797,Hollingworth Castings GmbH,Hollingworth Castings,Draft,S-Corp,572984789,382659213,US,USD,2/10 Net 30,2-way,False,,hollingworth.castings@hollingworthcas.com,US-AP,1,05/22/2027,PLT-04;PLT-10
V-101798,Ballantyne Calibration Ltd.,,active,LLC,08-1301822,811116307,Canada,EUR,,none,Y,WOSB,,UK-AP,Medium,04/15/2027,PLT-02 / PLT-10
V-101799,Rushcliffe Electrical Inc.,Rushcliffe Electrical,I,Corporation,61-4572091,504246426,USA,USD,Net 30,2 Way Match,Yes,Woman-Owned Small Business,rushcliffe.electrical@rushcliffeele.com,US-AP,Tier 2,2027-02-12,"PLT-07, PLT-08, PLT-10"
V-101800,Quarrington Machining Ltd.,,active,Corporation,,696879867,DE,EUR,Net 30,3-way-direct,F,,quarrington.machining@quarringtonmac.com,US-AP,Low,,PLT-01
V-101801,Ballantyne Fasteners S.A. de C.V.,Ballantyne Fasteners,,Limited Liability Company,852829433,513287327,US,USD,Net 30,3-way,false,,,EU-AP,Tier 3,2027-12-27,PLT-04
V-101802,Saltburn Tooling PLC,,Pending,LLC,55-8258077,102157016,US,USD,2/10 Net 30,,Yes,SDVOSB,saltburn.tooling@saltburntoo.com,CA-AP,3,07/11/2028,PLT-08
V-101803,Farndale Springs Ltd.,Farndale Springs,Pending,Sole Proprietor,958007217,103647640,United States,usd,NET30,none,F,,,US-AP,2,2027-10-26,PLT-01
V-101804,Yarborough Plating LLC,Yarborough Plating,I,Partnership,407468918,992833827,USA,USD,Net 30,none,,,yarborough.plating@yarboroughpla.com,CA-AP,3,2026-09-24,"PLT-01, PLT-07"
V-101805,Brackenridge Logistics Ltd.,Brackenridge Logistics,Inactive,Limited Liability Company,231395021,128922917,US,EUR,Net 30,3-way,False,,brackenridge.logistics@brackenridgelog.com,US-AP,2,09/06/2027,PLT-02
V-101806,Ingleby Bearings Ltd,Ingleby Bearings,inactive,Corporation,49-9307402,,U.S.,USD,,3-way,,,ingleby.bearings@inglebybea.com,MX-AP,Tier 3,,"PLT-07, PLT-05, PLT-04"
V-101807,Yarborough Plating S.A. de C.V.,,active,Corporation,05-6933592,449993783,US,,Net 60,none,0,,yarborough.plating@yarboroughpla.com,US-AP,Tier 3,2026-05-02,PLT-11
V-101808,Oakhurst Seals Inc.,Oakhurst Seals,inactive,Partnership,,434331245,US,US Dollar,Net 45,2-way,False,,oakhurst.seals@oakhurstsea.com,EU-AP,2,08/06/2028,"PLT-03, PLT-04, PLT-10"
V-101809,Elmswell Valves Ltd.,Elmswell Valves,Active,Non-Profit,143972632,949946160,United States,CAD,Net 15,Three way direct,F,,elmswell.valves@elmswellval.com,,1,2028-08-02,PLT-05 / PLT-09 / PLT-08 / PLT-11
V-101810,Elmswell Abrasives Co,,Pending,Corporation,,066602155,Mexico,CAD,Net 30,2-way,TRUE,MBE,elmswell.abrasives@elmswellabr.com,,1,05/28/2027,"PLT-07, PLT-09"
V-101811,Jarrow Abrasives S.A. de C.V.,Jarrow Abrasives,active,Corporation,06-3905798,758807143,USA,MXN,Net 30,Three way direct,No,,jarrow.abrasives@jarrowabr.com,US-AP,High,08/21/2026,PLT-11;PLT-12
V-101812,Hollingworth Hydraulics LLC,,active,Corporation,70-1759918,355420294,United Kingdom,GBP,Net 45,3-way,no,,hollingworth.hydraulics.hollingworthhyd.com,,2,2027-01-28,PLT-03
V-101813,Lansdowne Machining Corp,Lansdowne Machining,Pending,LLC,24-3124818,332291258,US,,Net 30,3-way,no,,lansdowne.machining@lansdownemac.com,UK-AP,Tier 3,2026-08-05,PLT-03;PLT-04;PLT-09
V-101814,Brackenridge Hydraulics Co,Brackenridge Hydraulics,draft,Sole Proprietor,49-3234721,,DE,USD,2/10 Net 30,2-way,True,WOSB,brackenridge.hydraulics@brackenridgehyd.com,EU-AP,,2026-02-26,PLT-04;PLT-06;PLT-08
V-101815,Rushcliffe Lubricants GmbH,,Inactive,LLC,571367194,,Mexico,USD,Net 60,3-way,False,,rushcliffe.lubricants@rushcliffelub.com,US-AP,3,2027-06-25,PLT-01
V-101816,Grimsby Extrusions S.A. de C.V.,Grimsby Extrusions,active,Partnership,813478349,318159686,United States,CAD,Net 30,2-way,0,,ap@grimsbyext.com; grimsby.extrusions@grimsbyext.com,US-AP,Tier 3,2028-06-27,"PLT-12, PLT-06, PLT-09"
V-101817,Draycott Springs GmbH,Draycott Springs,On Hold,Limited Liability Company,683905176,787811631,Deutschland,USD,NET30,none,True,WBE,draycott.springs.draycottspr.com,EU-AP,1,2026-04-05,PLT-08;PLT-01
V-101818,Quarrington Logistics Ltd.,Quarrington Logistics,,LLC,810602424,866997664,US,USD,Net 30,none,F,,quarrington.logistics@quarringtonlog.com,,Tier 3,2028-12-24,"PLT-07, PLT-10"
V-101819,Culverton Abrasives Co,Culverton Abrasives,ACTIVE,LLC,00-1823157,996064843,United States,USD,Net 30,2 way,0,,culverton.abrasives@culvertonabr.com,US-AP,3,2027-12-25,PLT-07;PLT-10
V-101820,Culverton Seals Ltd,Culverton Seals,active,LLC,523569064,629165919,DE,EUR,,None,N,,culverton.seals@culvertonsea.com,UK-AP,,2027-09-25,PLT-12;PLT-11
V-101821,Kettleby Forgings PLC,Kettleby Forgings,inactive,Partnership,769720656,398684106,US,USD,Net 30,2 way,No,,kettleby.forgings.kettlebyfor.com,US-AP,High,2027-03-10,PLT-01 / PLT-06
V-101822,Ballantyne Pneumatics LLC,,Active,LLC,516979569,141474968,MX,USD,Net 45,3 way,FALSE,,ballantyne.pneumatics@ballantynepne.com,EU-AP,,,PLT-05;PLT-01
V-101823,Brackenridge Abrasives S.A. de C.V.,,Active,Corporation,881634134,18-073-3904,,GBP,NET30,2-way,,,,UK-AP,2,2026-02-05,PLT-09;PLT-04;PLT-12
V-101824,Draycott Lubricants Inc.,,Pending,Partnership,481042687,325143051,US,,Net 30,,FALSE,,draycott.lubricants@draycottlub.com,US-AP,1,01/22/2028,PLT-04
V-101825,Ullswater Forgings Inc.,Ullswater Forgings,Pending,Corporation,559485572,382213262,CA,GBP,COD,2-way,FALSE,,ullswater.forgings@ullswaterfor.com,US-AP,3,2028-03-25,PLT-12;PLT-06;PLT-09
V-101826,Marchmont Castings LLC,,Active,Corporation,062754176,586004957,Germany,CAD,COD,3-way-direct,,WBE,marchmont.castings@marchmontcas.com,,Tier 1,2028-07-18,
V-101827,Netherfield Springs Co,Netherfield Springs,Active,Limited Liability Company,144425972,713837324,United States,USD,30 days,3-way,No,,netherfield.springs@netherfieldspr.com,US-AP,Tier 3,2028-11-11,PLT-08;PLT-03
V-101828,Denholm Packaging Inc,Denholm Packaging,draft,Corporation,43-4883527,504966328,Canada,CAD,2/10 Net 30,2-way,no,,denholm.packaging@denholmpac.com,EU-AP,2,2026-01-16,PLT-01
V-101829,Elmswell Pneumatics S.A. de C.V.,Elmswell Pneumatics,Inactive,S-Corp,209344466,516977272,USA,USD,Net 60,Two-way,false,,elmswell.pneumatics@elmswellpne.com,CA-AP,3,09/14/2026,PLT-09;PLT-07;PLT-03
V-101830,Wolverton Foundry Co,,active,,03-6406524,458701581,United Kingdom,EUR,Net 45,3-way,false,,wolverton.foundry@wolvertonfou.com,UK-AP,2,2027-04-18,PLT-05;PLT-01;PLT-12
V-101831,Denholm Valves Inc.,,active,LLC,862550571,332386276,MX,USD,Net 30,3 Way Match,F,,denholm.valves@denholmval.com,US-AP,3,2028-07-26,PLT-08;PLT-06;PLT-09;PLT-10
V-101832,Jarrow Springs LLC,Jarrow Springs,active,LLC,79-3946278,,DE,CAD,Net 45,,N,,jarrow.springs@jarrowspr.com,EU-AP,Tier 3,2027-12-14,PLT-04;PLT-01
V-101833,Saltburn Foundry Ltd.,Saltburn Foundry,On Hold,LLC,38-1721752,045819260,U.S.,EUR,Net 60,Three way direct,False,,saltburn.foundry@saltburnfou.com,UK-AP,,2028-09-27,"PLT-08, PLT-10, PLT-12, PLT-11"
V-101834,Alderman Foundry Inc.,Alderman Foundry,Pending,LLC,157167378,473571423,US,USD,Net 90,3-way,true,MBE,alderman.foundry@aldermanfou.com,,,,PLT-10
V-101835,Grimsby Forgings PLC,Grimsby Forgings,draft,LLC,19-7157741,739747183,U.S.,usd,Net 30,none,FALSE,,grimsby.forgings@grimsbyfor.com,US-AP,2,2026-05-18,
V-101836,Ingleby Coatings GmbH,Ingleby Coatings,,,52-0610660,,United Kingdom,CAD,,3-way-direct,,,ingleby.coatings@inglebycoa.com,CA-AP,1,2027-07-09,PLT-11
V-101837,Verwood Foundry GmbH,,active,Corporation,42-4225858,993423429,United States,EUR,Net 30,2-way,N,,verwood.foundry@verwoodfou.com,EU-AP,High,2026-05-13,PLT-08;PLT-01;PLT-02;PLT-11
V-101838,Ashworth Coatings PLC,,active,Limited Liability Company,40-3204891,746030921,MX,GBP,NET30,None,F,,ashworth.coatings@ashworthcoa.com,MX-AP,1,09/10/2026,
V-101839,Kettleby Forgings Ltd,,active,,822401646,849491843,CA,EUR,Net 45,,false,,kettleby.forgings@kettlebyfor.com,US-AP,3,2026-02-08,"PLT-02, PLT-07, PLT-08, PLT-03"
V-101840,Wolverton Machining PLC,Wolverton Machining,active,LLC,53-1086779,249408773,USA,USD,Net 30,none,0,,wolverton.machining@wolvertonmac.com,UK-AP,1,10/12/2028,PLT-06;PLT-07;PLT-12
V-101841,Ingleby Extrusions Ltd.,,I,S-Corp,67-1795186,13812642,DE,USD,N30,3 way,no,,ingleby.extrusions@inglebyext.com,US-AP,2,07/25/2027,PLT-01;PLT-06
V-101842,Oakhurst Abrasives GmbH,Oakhurst Abrasives,Active,Partnership,935356552,790405075,US,USD,30 days,3 way,false,,oakhurst.abrasives@oakhurstabr.com,US-AP,2,2026-12-03,PLT-04;PLT-06
V-101843,Fairweather Electrical Corp,Fairweather Electrical,active,Corporation,,358440160,US,USD,Net 30,2-way,FALSE,,fairweather.electrical@fairweatherele.com,US-AP,Tier 1,2028-11-09,PLT-04;PLT-07;PLT-01
V-101844,Fairweather Springs Corp,,Active,Corporation,63-1006607,01157900,Germany,GBP,NET30,None,F,,fairweather.springs@fairweatherspr.com,,Tier 3,,
V-101845,Verwood Fabrication Ltd,Verwood Fabrication,Inactive,LLC,92-6121431,588818263,MX,USD,2/10 Net 30,none,True,Minority Business Enterprise,,US-AP,Tier 3,2028-10-26,PLT-07
V-101846,Verwood Gasket LLC,,active,S-Corp,000192503,54-349-8398,US,USD,COD,3-way-direct,no,,verwood.gasket@verwoodgas.com,CA-AP,Low,04/10/2027,
V-101847,Wolverton Fabrication Corp,Wolverton Fabrication,On Hold,Sole Proprietor,45-6694847,130070412,US,USD,Net 45,3-way,false,,wolverton.fabrication@wolvertonfab.com,UK-AP,2,03/23/2028,PLT-01;PLT-06;PLT-08;PLT-12
V-101848,Quarrington Springs S.A. de C.V.,Quarrington Springs,Draft,Corporation,413807853,69-851-9550,US,USD,Net 45,2-way,False,,ap@quarringtonspr.com; quarrington.springs@quarringtonspr.com,CA-AP,2,2026-10-06,PLT-05
V-101849,Ashworth Foundry S.A. de C.V.,,Active,Sole Prop,01-9163894,221395964,Germany,EUR,Net 30,3 Way Match,T,HUBZone,ashworth.foundry@ashworthfou.com,US-AP,Medium,2026-09-17,"PLT-04, PLT-12"
V-101850,Culverton Electrical S.A. de C.V.,Culverton Electrical,active,Corporation,17-9526577,116937457,Canada,US Dollar,Net 30,3-way-direct,FALSE,,culverton.electrical@culvertonele.com,US-AP,2,07/12/2026,PLT-01
V-101851,Quarrington Machining Inc.,Quarrington Machining,Pending,Corporation,,33392199,US,USD,Net 15,Three way direct,Yes,Minority Business Enterprise,quarrington.machining@quarringtonmac.com,US-AP,1,01/18/2028,PLT-10;PLT-08;PLT-09
V-101852,Netherfield Fabrication Co,Netherfield Fabrication,active,Corporation,421897775,466336975,US,GBP,NET30,2-way,Y,WOSB,netherfield.fabrication@netherfieldfab.com,US-AP,Low,2027-02-23,PLT-01
V-101853,Verwood Fabrication Inc,Verwood Fabrication,active,Partnership,275627092,603558094,Canada,USD,NET30,3 way,false,,,CA-AP,2,2028-02-26,PLT-07
V-101854,Rushcliffe Extrusions Ltd.,Rushcliffe Extrusions,ACTIVE,LLC,31-9905424,838874281,United States,USD,Net 30,3-way-direct,no,,,,1,2026-07-12,"PLT-04, PLT-10, PLT-08"
V-101855,Ullswater Electrical GmbH,Ullswater Electrical,active,Corporation,06-5780942,222310052,United States,USD,N30,3-way,no,,ullswater.electrical@ullswaterele.com,US-AP,Tier 1,2027-06-24,PLT-07
V-101856,Denholm Springs Inc,,inactive,Sole Proprietor,75-8600258,559663447,Germany,US Dollar,Net 30,3-way-direct,No,MBE,denholm.springs@denholmspr.com,CA-AP,2,06/27/2027,PLT-10
V-101857,Saltburn Logistics Corp,,,LLC,21-1333765,676075569,CA,USD,Net 45,2-way,no,,saltburn.logistics@saltburnlog.com,US-AP,3,2027-02-28,PLT-12;PLT-05;PLT-06
V-101858,Denholm Tooling Ltd.,,Pending,Corporation,10-7442061,49-107-5821,US,GBP,Net 90,2 way,,,denholm.tooling@denholmtoo.com,US-AP,Tier 2,,PLT-02
V-101859,Culverton Weldments Co,Culverton Weldments,Active,Corporation,40-6544903,201720801,US,MXN,Due on receipt,3 Way Match,FALSE,,ap@culvertonwel.com; culverton.weldments@culvertonwel.com,US-AP,Medium,01/28/2028,
V-101860,Marchmont Abrasives Corp,,inactive,LLC,354332001,51-290-9857,US,USD,Net 15,,TRUE,HUBZone,marchmont.abrasives@marchmontabr.com,US-AP,Tier 1,2028-04-19,PLT-02;PLT-12;PLT-11
V-101861,Pemberton Valves PLC,Pemberton Valves,inactive,LLC,85-7016928,,Canada,EUR,,,False,,ap@pembertonval.com; pemberton.valves@pembertonval.com,US-AP,1,05/20/2026,PLT-06
V-101862,Fairweather Bearings Inc,,active,S-Corp,23-8635300,,CA,EUR,Net 45,3-way,No,,fairweather.bearings@fairweatherbea.com,UK-AP,Low,2027-05-06,PLT-08;PLT-10
V-101863,Ballantyne Forgings PLC,Ballantyne Forgings,Active,S-Corp,96-0785178,672168075,USA,EUR,Net 30,3 way,N,,ballantyne.forgings@ballantynefor.com,US-AP,Low,2028-05-19,PLT-07;PLT-02;PLT-11
V-101864,Elmswell Lubricants Ltd,,Inactive,Limited Liability Company,321317771,802283404,US,GBP,Net 30,none,FALSE,,elmswell.lubricants@elmswelllub.com,US-AP,High,2027-02-10,PLT-07;PLT-05;PLT-11
V-101865,Ballantyne Springs PLC,,active,Sole Prop,26-8664078,38-086-4550,US,US Dollar,,2-way,Yes,DBE,ballantyne.springs@ballantynespr.com,US-AP,2,,PLT-07
V-101866,Ballantyne Abrasives Ltd,Ballantyne Abrasives,active,Corporation,281140011,522396303,United States,MXN,Net 45,none,False,,ballantyne.abrasives@ballantyneabr.com,US-AP,Low,,PLT-07
V-101867,Farndale Gasket PLC,,active,S-Corp,98-6208020,533575765,US,CAD,Net 15,2-way,N,,,US-AP,1,2026-11-08,PLT-10
V-101868,Netherfield Gasket PLC,,active,Non-Profit,16-2667498,,Deutschland,GBP,Net 45,None,False,,netherfield.gasket@netherfieldgas.com,UK-AP,Tier 2,,PLT-02 / PLT-09 / PLT-06
V-101869,Ingleby Gasket Inc,Ingleby Gasket,On Hold,Corporation,539226387,,USA,USD,Net 30,None,False,,ingleby.gasket@inglebygas.com,,1,2026-01-05,"PLT-05, PLT-07, PLT-01"
V-101870,Farndale Lubricants Ltd.,Farndale Lubricants,active,LLC,433501190,838635031,Germany,usd,Net 30,2-way,Yes,WBE,farndale.lubricants@farndalelub.com,US-AP,1,,PLT-06;PLT-09
V-101871,Jarrow Weldments S.A. de C.V.,,inactive,,919479977,505966991,United States,USD,Net 60,3-way,FALSE,,jarrow.weldments@jarrowwel.com,CA-AP,2,12/21/2028,
V-101872,Draycott Valves LLC,Draycott Valves,Active,Sole Prop,493327176,939872624,USA,GBP,Net 60,,1,Minority Business Enterprise,ap@draycottval.com; draycott.valves@draycottval.com,,1,02/09/2027,PLT-11;PLT-08
V-101873,Castleford Valves Co,,Pending,,08-0547804,137281826,US,US Dollar,Net 45,3-way-direct,N,,castleford.valves@castlefordval.com,CA-AP,1,2027-06-28,PLT-10;PLT-06
V-101874,Quarrington Extrusions Inc,,active,S-Corp,74-8675484,818458816,Canada,,N30,3-way,FALSE,,quarrington.extrusions@quarringtonext.com,EU-AP,1,02/01/2027,PLT-12;PLT-11;PLT-06
V-101875,Marchmont Valves GmbH,Marchmont Valves,active,Limited Liability Company,763635537,,USA,GBP,2/10 Net 30,3-way-direct,,VOSB,marchmont.valves@marchmontval.com,UK-AP,Tier 2,2026-06-17,"PLT-02, PLT-09, PLT-08"
V-101876,Brackenridge Coatings Ltd,Brackenridge Coatings,active,LLC,740880148,347853897,CA,USD,Net 30,3-way,0,,brackenridge.coatings@brackenridgecoa.com,CA-AP,High,,PLT-10;PLT-12
V-101877,Saltburn Fasteners LLC,Saltburn Fasteners,,Corporation,187465371,453242100,DE,GBP,Net 30,2-way,No,,saltburn.fasteners@saltburnfas.com,MX-AP,3,2027-07-17,PLT-01;PLT-11
V-101878,Ashworth Weldments S.A. de C.V.,Ashworth Weldments,active,Corporation,34-4134698,98-901-0995,Mexico,EUR,Due on receipt,2-way,F,,ashworth.weldments@ashworthwel.com,CA-AP,3,2027-02-10,PLT-08;PLT-12
V-101879,Yarborough Extrusions Ltd.,,active,LLC,03-9051440,615784687,MX,USD,,2-way,T,Woman-Owned Small Business,yarborough.extrusions@yarboroughext.com,EU-AP,Tier 1,2027-01-05,PLT-11;PLT-12;PLT-07
V-101880,Oakhurst Hydraulics Ltd,Oakhurst Hydraulics,active,Sole Proprietor,610661705,874103339,Germany,usd,Net 30,3-way,,,oakhurst.hydraulics@oakhursthyd.com,EU-AP,Medium,2027-02-20,PLT-08;PLT-01;PLT-09
V-101881,Quarrington Coatings Ltd.,Quarrington Coatings,inactive,LLC,959104634,692348619,US,Euro,Net 30,none,N,,ap@quarringtoncoa.com; quarrington.coatings@quarringtoncoa.com,US-AP,2,2028-10-15,PLT-04
V-101882,Brackenridge Lubricants Co,,Inactive,Sole Prop,584635143,620429479,DE,USD,Net 30,3 Way Match,yes,Woman-Owned Small Business,brackenridge.lubricants@brackenridgelub.com,US-AP,2,08/03/2026,PLT-10;PLT-01;PLT-02
V-101883,Alderman Coatings Inc,Alderman Coatings,inactive,Limited Liability Company,49-5342142,897085770,United States,USD,Net 30,none,F,,alderman.coatings@aldermancoa.com,,1,2027-05-10,PLT-03;PLT-08;PLT-04
V-101884,Rushcliffe Coatings LLC,Rushcliffe Coatings,draft,LLC,38-0531750,55485969,GB,,Net 45,3-way,true,VOSB,rushcliffe.coatings@rushcliffecoa.com,US-AP,1,,PLT-08
,Draycott Foundry GmbH,Draycott Foundry,A,Corporation,195521730,199170558,US,GBP,,3 Way Match,0,,draycott.foundry@draycottfou.com,CA-AP,3,2028-10-25,"PLT-12, PLT-03, PLT-10"
V-101886,Eastgate Weldments LLC,Eastgate Weldments,Active,Corporation,19-1844882,48-320-8102,USA,USD,2/10 Net 30,3 way,,,eastgate.weldments@eastgatewel.com,MX-AP,,2027-01-09,PLT-12
V-101887,Thirlmere Weldments Ltd,,On Hold,S-Corp,06-4670747,753926759,MX,USD,Net 45,3 way,F,,,CA-AP,High,2027-04-02,PLT-10;PLT-04
V-101888,Rushcliffe Castings Ltd.,Rushcliffe Castings,active,Corporation,99-0500679,206109329,United States,USD,Net 45,2-way,FALSE,,ap@rushcliffecas.com; rushcliffe.castings@rushcliffecas.com,US-AP,3,2026-03-24,PLT-10;PLT-02
V-101889,Ballantyne Abrasives LLC,Ballantyne Abrasives,active,LLC,669492582,,Mexico,USD,30 days,None,F,,ballantyne.abrasives@ballantyneabr.com,,High,,
V-101890,Rushcliffe Machining LLC,Rushcliffe Machining,Inactive,Limited Liability Company,13-5208442,368225390,USA,GBP,Due on receipt,2 way,,,rushcliffe.machining@rushcliffemac.com,UK-AP,1,02/15/2026,"PLT-08, PLT-10"
V-101891,Fairweather Weldments Co,,Pending,Sole Proprietor,04-0293212,339198025,US,USD,Net 60,3-way-direct,F,,,US-AP,Tier 1,09/20/2028,"PLT-05, PLT-01"
V-101892,Ingleby Extrusions GmbH,,ACTIVE,Corporation,104622330,053959155,MX,EUR,2/10 Net 30,none,TRUE,DBE,ingleby.extrusions@inglebyext.com,MX-AP,Tier 1,2026-04-05,PLT-05;PLT-10
V-101893,Ashworth Lubricants Inc.,,inactive,Limited Liability Company,,56803983,,USD,Net 60,3-way-direct,YES,Minority Business Enterprise,ashworth.lubricants@ashworthlub.com,MX-AP,Tier 1,2027-02-24,PLT-07;PLT-11
V-101894,Culverton Hydraulics Co,,inactive,Corporation,,75630281,United States,CAD,Net 15,,F,,culverton.hydraulics.culvertonhyd.com,US-AP,1,2026-02-20,PLT-03;PLT-07;PLT-06
V-101895,Ingleby Abrasives Inc.,,active,LLC,42-4218875,25612128,Deutschland,USD,Net 60,3 Way Match,false,DBE,ap@inglebyabr.com; ingleby.abrasives@inglebyabr.com,US-AP,1,2026-06-17,"PLT-02, PLT-08"
V-101896,Ashworth Pneumatics LLC,,Draft,Sole Proprietor,,429751417,US,USD,Net 90,3-way,no,,ashworth.pneumatics@ashworthpne.com,US-AP,Tier 2,04/06/2027,PLT-12
V-101897,Lansdowne Electrical Ltd,,draft,,525531668,05070117,US,,30 days,,No,,lansdowne.electrical@lansdowneele.com,US-AP,3,2028-06-01,PLT-04
V-101898,Ballantyne Foundry Inc,Ballantyne Foundry,On Hold,Corporation,48-6798195,785474614,DE,USD,Net 45,,,,ap@ballantynefou.com; ballantyne.foundry@ballantynefou.com,US-AP,3,12/17/2026,"PLT-12, PLT-09, PLT-07, PLT-11"
V-101899,Pemberton Forgings Inc,Pemberton Forgings,Active,Partnership,40-5845605,715013265,United States,CAD,Net 45,2-way,False,,pemberton.forgings@pembertonfor.com,CA-AP,2,2026-01-24,PLT-08
V-101900,Castleford Calibration PLC,,Inactive,LLC,82-2031376,239104133,MX,CAD,Due on receipt,3 Way Match,,VOSB,castleford.calibration@castlefordcal.com,,3,2027-06-18,"PLT-12, PLT-01, PLT-09"
V-101901,Draycott Machining LLC,Draycott Machining,Active,,,973692022,US,USD,COD,3 way,TRUE,Woman-Owned Small Business,draycott.machining@draycottmac.com,US-AP,High,,"PLT-10, PLT-06"
V-101902,Quarrington Extrusions Inc,Quarrington Extrusions,Inactive,Corporation,841255690,113854137,United States,GBP,2/10 Net 30,3-way,false,,quarrington.extrusions@quarringtonext.com,US-AP,2,2026-02-11,PLT-05;PLT-11
V-101903,Culverton Packaging Ltd.,Culverton Packaging,Pending,Non-Profit,79-4720323,31435250,United States,usd,NET30,2-way,false,MBE,culverton.packaging@culvertonpac.com,US-AP,Tier 1,2028-09-22,PLT-03;PLT-06
